text	code	weight	stem	decomposition
𤪅	mgbya		mgbya	⿰王⿱⿴𠂊冫音
兲	mgc	8	mgc	⿱王八
玐	mgc	7	mgc	⿰王八
𨨖	mgc	3	mgc	⿱玨金
𨧽	mgc	2	mgc	⿱社金
琻	mgc	1	mgc	⿰王金
𤦦	mgchg		mgchg	⿰玢王
玜	mgci	3	mgci	⿰王公
𤥼	mgcip		mgcip	⿰王忩
𮴫	mgcis		mgcis	
𭹼	mgcmi		mgcmi	⿰王尊
𧟯	mgcms		mgcms	⿰垔兮
𮦱	mgcms		mgcms	⿰霍兮
𬎃	mgcmt		mgcmt	⿰王益
㻥	mgcmw		mgcmw	⿰王酋
珶	mgcnh		mgcnh	⿰王弟
𤪊	mgcoi		mgcoi	⿰王鈴
𤪊	mgcoi		mgcoi	⿰王鈐
𤪊	mgcol		mgcol	⿰王鈴
𤪊	mgcol		mgcol	⿰王鈐
𤥫	mgcor		mgcor	⿰王谷
𮴨	mgcrp		mgcrp	
玢	mgcsh		mgcsh	⿰王分
𤧒	mgcst		mgcst	⿰王盆
璔	mgcwa		mgcwa	⿰王曾
𱯸	mgcxc		mgcxc	
琹	mgd	1	mgd	⿱玨木
琹	mgd	1	mgd	⿱玨朩
𬍓	mgd		mgd	⿰王木
𤤹	mgdb		mgdb	⿰王朿
㻷	mgdbb		mgdbb	⿰王棘
𤧇	mgdbu		mgdbu	⿰王相
琳	mgdd		mgdd	⿰王林
𮴬	mgddn		mgddn	
璴	mgddo		mgddo	⿰王楚
𭺌	mgdez		mgdez	⿰王頗
玻	mgdhe	2	mgdhe	⿰王皮
𰤣	mgdhe		mgdhe	
𪻩	mgdhl		mgdhl	⿰王析
𡬵	mgdi		mgdi	⿰垔寸
𤤏	mgdje		mgdje	⿰王叏
玦	mgdk		mgdk	⿰王夬
㻋	mgdl	1	mgdl	⿰王束
𫇎	mgdl		mgdl	⿰至束
瓎	mgdlc		mgdlc	⿰王賴
㻝	mgdln		mgdln	⿰王剌
瑋	mgdmq	1	mgdmq	⿰王韋
𤪍	mgdmq		mgdmq	⿰王舝
琜	mgdoo	1	mgdoo	⿰王來
𬛶	mgdoo		mgdoo	⿱臸來
𬛷	mgdoo		mgdoo	⿱臸㯤
𬛷	mgdoo		mgdoo	⿰𫇏𫇏
𱮾	mgdt		mgdt	
𤦪	mgdw		mgdw	⿰王東
𤩘	mgdw		mgdw	⿱玨東
瑓	mgdwf		mgdw'f	⿰王柬
𪻍	mge	2	mge	⿰王又
𤦗	mge	1	mge	⿱玨水
𪠦	mge		mge	⿰圧又
𠭱	mge		mge	⿰⿱覀𡉀又
𫨾	mge		mge	⿰厓又
𫩆	mge		mge	⿱理又
𬍖	mge		mge	⿰王水
𤦊	mgea		mgea	⿰王沓
𭹢	mgede		mgede	⿰王波
𪼏	mgeed		mgeed	⿰王桑
𱯇	mgeee		mgeee	
𮴎	mgeg		mgeg	
琺	mgegi	4	mgegi	⿰王法
瑵	mgeii		mgeii	⿰王蚤
𤦮	mgeir		mgeir	⿰王治
𱯴	mgejl		mgejl	
𤤾	mgemn		mgemn	⿰王𣲇
璖	mgesd		mgesd	⿰王渠
𤩌	mgetv		mgetv	⿰王湛
𭹓	mgeyk		mgeyk	⿰王汶
𩉈	mgf		mgf	⿱⿰面隹火
𪻓	mgf		mgf	⿰王火
𬋕	mgf		mgf	⿱醀灬
𭶗	mgf		mgf	⿱碓灬
𮴁	mgf		mgf	
琑	mgfb		mgfb	⿰王肖
瑺	mgfbb		mgfbb	⿰王常
瑣	mgfbc	1	mgfbc	⿰王𧴪
𤪸	mgfbc		mgfbc	⿰王賞
𪼲	mgfbf		mgfbf	⿰王黨
𤨠	mgfbg		mgfbg	⿰王堂
琐	mgfbo		mgfbo	⿰王𭕆
𮴴	mgfbq		mgfbq	
璫	mgfbw	3	mgfbw	⿰王當
𤥄	mgfd		mgfd	⿰王米
璘	mgfdq		mgfdq	⿰王粦
𤥎	mgfe		mgfe	⿰王𤆌
琰	mgff		mgff	⿰王炎
𤪤	mgffd		mgffd	⿰王榮
𤫉	mgffe		mgffe	⿰王燮
𤫙	mgfff		mgfff	⿰王爕
𱯮	mgffg		mgffg	
㼆	mgffi	1	mgffi	⿰王瑩
𤫁	mgffi		mgffi	⿰王螢
𤪏	mgffq		mgffq	⿰王㷠
𤫎	mgffr		mgffr	⿰王營
𤩂	mgffs		mgffs	⿰王勞
𤤉	mgfh		mgfh	⿰王少
𤥮	mgfhr		mgfhr	⿰王⿱少口
𪻻	mgfhu		mgfhu	⿰王省
𭹈	mgfk		mgfk	⿰王尖
𪻮	mgfmg		mgfmg	⿲王火王
珖	mgfmu	1	mgfmu	⿰王光
珰	mgfs		mgfs	⿰王当
𤦔	mgfsu		mgfsu	⿰王卷
珱	mgfv		mgfv	⿰王⿱𭕄女
𭹗	mgfw		mgfw	⿰王畄
𭹿	mgfwf		mgfwf	⿰王⿱畄灬
厓	mgg	1	mgg	⿸厂圭
𤣰	mgg		mgg	⿰王土
𱖓	mgg		mgg	
珃	mggb		mggb	⿰王冉
𤪬	mggbc		mggbc	⿰王𥈜
𤩖	mggbm		mggbm	⿰王⿳士冖亜
𤦫	mggce		mggce	⿰王夌
𪻧	mggcg		mggcg	⿰王坴
𱯜	mggcw		mggcw	
𰆢	mgge		mgge	
𰆣	mgge		mgge	
珪	mggg	2	mggg	⿰王圭
𱎕	mggg		mggg	
𤩊	mgggu		mgggu	⿰王堯
珐	mggi	1	mggi	⿰王去
𠪆	mggi		mggi	⿸厂封
𠪑	mggi		mggi	⿸厂埶
𨟢	mggil		mggil	⿰璹阝
𭹌	mggil		mggil	⿰王却
𠪑	mggk		mggk	⿸厂埶
𬍬	mggl		mggl	⿰王幸
瓙	mggnf		mggnf	⿰王燾
璹	mggni		mggni	⿰王壽
𤧡	mggnl		mggnl	⿲王⿱土夕阝
𰆡	mggo		mggo	
𮴙	mggo		mggo	
𬎓	mggow		mggow	⿰王嗇
𤥴	mggp		mggp	⿰王志
𤥐	mggr		mggr	⿰王吉
𤪘	mggrr	1	mggrr	⿰王嘉
𤩠	mggrr		mggrr	⿰王喜
𭹶	mggrr		mggrr	⿰王喆
𪼄	mggrv		mggrv	⿰王袁
璈	mggsk		mggsk	⿰王敖
瓄	mggwc		mggwc	⿰王賣
瓄	mggwc		mggwc	⿰王𧶠
𭹍	mggz		mggz	⿰王赤
珀	mgha	2	mgha	⿰王白
𤦝	mghab		mghab	⿰王帛
𪻼	mghad		mghad	⿰王𣐩
瑔	mghae		mghae	⿰王泉
瑝	mghag		mghag	⿰王皇
𱯽	mghal		mghal	
𮴜	mghap		mghap	
𤥰	mghau		mghau	⿰王皃
𰢔	mghav		mghav	
𤧯	mghbe	1	mghbe	⿰王⿳⿱丿𠔿八夂
𤤱	mghbe		mghbe	⿰王𠬦
𤥱	mghbe		mghbe	⿰王⿱⿵⿱丿冂㐅又
𪼣	mghbk		mghbk	⿰王奧
𱯬	mghbk		mghbk	
珦	mghbr		mghb'r	⿰王向
珘	mghby		mghby	⿰王舟
𤤤	mghd		mghd	⿰王禾
𤧘	mghda		mghda	⿰王香
㻑	mghdd		mghdd	⿰王季
𤧐	mghdf		mghdf	⿰王秋
𤩏	mghdg		mghdg	⿰王程
琇	mghdh		mghdh	⿰王秀
𤦋	mghdl		mghdl	⿰王秉
琍	mghdn		mghdn	⿰王利
𦤶	mghe	1	mghe	⿰至夂
𭸸	mghe		mghe	⿰王反
𮍡	mghe		mghe	⿰至反
𤦰	mghef		mghef	⿰王⿱夂糸
琒	mghej		mghej	⿰王夆
𤦶	mghem	1	mghem	⿰王㚅
𤤮	mghem		mghem	⿰王冬
𠙚	mghen		mghen	⿸⑥処
𭹇	mgheq		mgheq	⿰王夅
珞	mgher	3	mgher	⿰王各
臵	mgher	2	mgher	⿰至各
𪼪	mgher		mgher	⿰王磐
𤤮	mghey		mghey	⿰王冬
𮴊	mghey		mghey	
𭹏	mghfd		mghfd	⿰王釆
璠	mghfw		mghfw	⿰王番
𬍲	mghgg		mghgg	⿱王⿰壬壬
珗	mghgu		mghgu	⿰王先
㻂	mghh		mghh	⿰王并
㻩	mghhc		mghhc	⿰王兼
𰢎	mghhd		mghhd	
瓈	mghhe		mghhe	⿰王黎
𬎙	mghhp		mghhp	⿰王𥠖
𪼋	mghhu		mghhu	⿰王笔
瑠	mghhw		mghhw	⿰王留
𤣵	mghi		mghi	⿰王么
𤣳	mghj		mghj	⿰王千
𬍿	mghjb		mghjb	⿰王⿻禹一
璳	mghjc		mghjc	⿰王⿱朱貝
珠	mghjd		mghjd	⿰王朱
瑖	mghje		mghje	⿰王段
𤪠	mghjf		mghjf	⿰王熏
𰢈	mghjg		mghjg	
㻔	mghjm		mghjm	⿰王垂
𤪔	mghjr		mghjr	⿰王管
𬍸	mghju		mghju	⿰王盾
𭸺	mghk		mghk	⿰王夭
𤩝	mghkb		mghkb	⿰王喬
𱯦	mghkd		mghkd	
𤤣	mghke		mghke	⿰王叐
𭺉	mghkg		mghkg	⿰王徴
𮴓	mghkl		mghkl	
瑀	mghlb	1	mghlb	⿰王禹
瓆	mghlc	1	mghlc	⿰王質
班	mghlg		mghlg	⿲王②王
𪉒	mghlm		mghlm	⿰班鸟
𠟦	mghln		mgh/ln	⿰瑟刂
𤣺	mghlo		mghlo	⿰王爪
𤫈	mghlp		mghlp	⿰王⿱卿心
㻶	mghlq		mghlq	⿰王筆
瑠	mghlw		mghlw	⿰王留
𪄕	mghlz	1	mghlz	⿰班鳥
𩔮	mghlz		mghlz	⿰班頁
𭹩	mghmg		mghmg	⿰王垕
𤤆	mghml		mghml	⿰王斤
㻄	mghmo		mghmo	⿰王⿱丿𤴓
㻈	mghmr		mghmr	⿰王后
𤤐	mghmy		mghmy	⿰王斥
玑	mghn		mghn	⿰王几
珮	mghnb		mghn'b	⿰王𫥞
𤤸	mghnd		mghnd	⿰王朵
𭹳	mghnd		mghnd	⿰王梨
𤤄	mghne		mghne	⿰王殳
𭺊	mghne		mghne	⿰王㴝
𮴇	mghne		mghne	
㺬	mghni	1	mghni	⿰王卂
㺬	mghni	1	mghni	⿰王凡
𤧑	mghni		mghni	⿰王風
𩘔	mghni		mghni	⿰垔風
𮴆	mghnk		mghnk	
珟	mghnn		mghn'n	⿰王夙
𭺇	mghnp		mghnp	⿰王𥟦
𤪧	mghnz		mghnz	⿰王鳳
𤥞	mghoe		mghoe	⿰王役
𤪱	mghoh	1	mghoh	⿰王𥱤
𤨤	mghoh		mghoh	⿰王⿱竹㐱
𤪩	mghom		mghom	⿰王𢀩
珩	mghon	5	mghon	⿰王行
𤫄	mghon	2	mghon	⿰王衡
𤨋	mghon	1	mghon	⿰王笒
𤦷	mghon		mghon	⿰王衍
𭺎	mghon		mghon	⿰王衛
瑽	mghoo	1	mghoo	⿰王從
𪼊	mghoo		mghoo	⿰王徒
𬎐	mghor		mghor	⿰王答
𤣯	mghp		mghp	⿰王乇
𤥋	mghpl		mghpl	⿰王印
珴	mghqi		mghqi	⿰王我
𤤵	mghqj		mghqj	⿰王⿸𠂆丰
珄	mghqm		mghqm	⿰王生
𤤥	mghqo		mghqo	⿰王失
𤥢	mghqr		mghqr	⿰王吿
𤦖	mghqu		mghqu	⿱玨毛
𭸶	mghqu		mghqu	⿰王毛
𰚤	mghqu		mghqu	
瑡	mghrb	2	mghrb	⿰王師
瑦	mghrf		mghrf	⿰王烏
𤦞	mghrj		mghrj	⿰王阜
𤪪	mghro		mghro	⿰王篆
𤤷	mghrr		mghrr	⿰王𠂤
㻞	mghsb		mghsb	⿰王扁
𤥾	mghsd		mghsd	⿰王㦿
𬎀	mghse		mghse	⿰王殷
璬	mghsk		mghsk	⿰王敫
𬎁	mghss		mghss	⿰王扇
𤨖	mghsu		mghsu	⿰王扈
琘	mghua		mghua	⿰王昏
𤫨	mghub		mghub	⿰王𩱕
瓚	mghuc		mghuc	⿰王贊
𭹁	mghui		mghui	⿰王氐
𤩢	mghuj		mghuj	⿰王臯
𮴪	mghuk		mghuk	
䶍	mghul		mghul	⿰至鼻
𭹁	mghum		mghum	⿰王氐
瓒	mghuo		mghuo	⿰王赞
𭸻	mghup		mghup	⿰王氏
𮴩	mghup		mghup	
䶍	mghut		mghut	⿰至鼻
𬍛	mghvd		mghvd	⿰王乐
珋	mghvl		mghvl	⿰王卯
𤪒	mghwd		mghwd	⿰王⿱⿴⿱丿囗𠂭木
𤦑	mghwe		mghwe	⿰王⿱囟又
瑰	mghwi		mghwi	⿰王鬼
𱆢	mghwi		mghwi	
琕	mghwj		mghwj	⿰王卑
𰡹	mghwk		mghwk	
𱯫	mghwk		mghwk	
𭹻	mghwo		mghwo	⿰王衆
璁	mghwp	1	mghwp	⿰王悤
璁	mghwp	1	mghwp	⿰王⿱囪心
𤨌	mghwp		mghwp	⿰王𢙥
𬸈	mghym		mghym	⿰至鸟
𬸰	mghym		mghym	⿰霍鸟
𱉍	mghym		mghym	
𬎡	mghyp		mghyp	⿰王籠
鳿	mghz	1	mg/hz	⿰王鳥
𬷱	mghz		mghz	⿱斑鳥
玉	mgi	5	mgi	⿷王丶
丟	mgi	4	mgi	⿱王厶
丟	mgi	4	mgi	⿱一去
压	mgi	3	mgi	⿸厂圡
㺨	mgi		mgi	⿰王厶
𠩂	mgi		mgi	⿸厂去
𰡯	mgi		mgi	
𮲌	mgi		mgi	
琅	mgiav		mgiav	⿰王良
㻆	mgib	1	mgib	⿰王䏍
𫨠	mgib		mgib	⿸厂墉
𤧵	mgibi		mgibi	⿰王尃
㻐	mgice		mgice	⿰王夋
𰢘	mgicr		mgicr	
㺷	mgid		mgid	⿰王朮
𱮵	mgid		mgid	
𰢘	mgidr		mgidr	
𤧦	mgif		mgif	⿱玉秋
𭹮	mgifr		mgifr	⿰王祐
𤥦	mgigi		mgigi	⿰王庒
𭸿	mgih		mgih	⿰王戊
𪼥	mgihc	1	mgihc	⿰王廉
𤨟	mgihf		mgihf	⿰王戚
珬	mgihm	3	mgihm	⿰王戌
𱮽	mgihq		mgihq	
瑊	mgihr		mgihr	⿰王咸
珹	mgihs	3	mgihs	⿰王成
臹	mgihs	2	mgihs	⿰至成
玧	mgihu		mgihu	⿰王允
𩿱	mgihz		mgi/hz	⿰玉鳥
琖	mgii	4	mgii	⿰王戔
𤧠	mgii		mgii	⿱玉⿰土虫
𤨡	mgiib		mgiib	⿰王朗
𤨵	mgiih		mgiih	⿰王參
瑯	mgiil		mgiil	⿰王郎
瑯	mgiil		mgiil	⿰王郞
𤩨	mgiip		mgiip	⿰王叅
𬍥	mgijb		mgijb	⿰王甫
㺷	mgijc		mgijc	⿰王朮
球	mgije		mgije	⿰王求
𮍠	mgije		mgije	⿰至𭣔
㺴	mgik	1	mgik	⿰王犬
𤣅	mgik		mgik	⿰霍犬
𬌳	mgik		mgik	⿰⿱开土犬
𬍗	mgik		mgik	⿰王𢦍
𬍙	mgik		mgik	⿰王戋
𮴂	mgik		mgik	
𮴕	mgik		mgik	
𦥀	mgike	1	mgike	⿰至𭆙
𤤒	mgike		mgike	⿰王犮
𮍠	mgike		mgike	⿰至𭣔
𱯆	mgikh		mgikh	
𤤒	mgikk		mgikk	⿰王犮
𱯎	mgikm		mgikm	
珑	mgikp	1	mgikp	⿰王龙
𤨭	mgilb		mgilb	⿰王庸
𤨫	mgilp	1	mgilp	⿰王⿸广⿱⿻⿻コ一丨心
𤥟	mgilp		mgilp	⿰王曵
瑭	mgilr		mgilr	⿰王唐
𤧻	mging		mging	⿰王庭
𨚝	mginl		mgi/nl	⿰玉阝
𭺓	mgiop		mgiop	⿰王應
𤦿	mgior		mgior	⿰王咨
𤦾	mgiov		mgiov	⿰王姿
𪻙	mgipm		mgipm	⿰王式
珆	mgir	1	mgir	⿰王台
𦥅	mgird		mgird	⿰至枲
琙	mgirm		mgirm	⿰王或
㻞	mgisb		mgisb	⿰王扁
𤥾	mgisd		mgisd	⿰王㦿
𤤯	mgise		mgise	⿰王永
璷	mgisk		mgisk	⿰王敷
𬎁	mgiss		mgiss	⿰王扇
𤨖	mgisu		mgisu	⿰王扈
㺹	mgit	1	mgit	⿰王弁
㕎	mgit		mgit	⿸厂盍
㼅	mgitc	2	mgitc	⿰王廣
𪼥	mgitc	1	mgitc	⿰王廉
𪻿	mgite		mgite	⿰王度
𤣶	mgiu		mgiu	⿱玉山
𪻰	mgiuk		mgiuk	⿰玧攵
𤨡	mgivb		mgivb	⿰王朗
瑯	mgivl		mgivl	⿰王郎
瑯	mgivl		mgivl	⿰王郞
𤪮	mgiwg		mgiwg	⿰王廛
𤨞	mgixp		mgixp	⿰王鹿
㺻	mgjb		mgjb	⿰王巿
瑱	mgjbc		mgjbc	⿰王真
瑱	mgjbc		mgjbc	⿰王眞
𤩽	mgjbk		mgjbk	⿰王献
𪻳	mgjbl		mgjbl	⿰王南
𤦌	mgjbm		mgjbm	⿰王宜
𤧪	mgjcc		mgjcc	⿰王𥥍
𱯺	mgjcc		mgjcc	
𭹽	mgjcf		mgjcf	⿰王⿱穴⿱日小
瑏	mgjch		mgjch	⿰王穿
㻠	mgjck		mgjck	⿰王突
𪼍	mgjcm		mgjcm	⿰王⿱穴旦
𭹸	mgjcm		mgjcm	⿱玨空
瑢	mgjcr	1	mgjcr	⿰王容
瑢	mgjcr	1	mgjcr	⿰王⿳宂人口
𤥤	mgjd		mgjd	⿰王宋
𭸷	mgje		mgje	⿰王支
璸	mgjfc		mgjfc	⿰王賓
𬎒	mgjhb		mgjhb	⿰王㝢
𭹋	mgjhp		mgjhp	⿰王宅
𪻽	mgjhr		mgjhr	⿰王客
𤪺	mgjhw		mgjhw	⿰王審
𤩮	mgjie		mgjie	⿲王𨊢殳
𤪚	mgjig		mgjig	⿰王截
𨌥	mgjjg		mgjjg	⿲王車王
𤣸	mgjk		mgjk	⿰王丈
𤥠	mgjki		mgjki	⿰王宏
𤨥	mgjkr		mgjkr	⿰王寄
㻘	mgjll		mgjll	⿰王审
𬍫	mgjlo		mgjlo	⿰王疌
璌	mgjmc	5	mgjmc	⿰王寅
𤫖	mgjmc		mgjmc	⿰王寳
𤫞	mgjmc		mgjmc	⿰王寳
𬎞	mgjmc		mgjmc	⿰王寶
𪻝	mgjmd		mgjmd	⿰王宇
琮	mgjmf	1	mgjmf	⿰王宗
𱯄	mgjmi		mgjmi	
瑄	mgjmm	1	mgjmm	⿰王宣
𤧺	mgjmm		mgjmm	⿰王𡨈
𬍜	mgjmn		mgjmn	⿰王宁
琔	mgjmo	4	mgjmo	⿰王定
𤨎	mgjmo		mgjmo	⿰王家
𤦓	mgjms		mgjms	⿰王𡧘
琓	mgjmu	2	mgjmu	⿰王完
𤩷	mgjmu		mgjmu	⿰王𫳤
𱯧	mgjmw		mgjmw	
𪻨	mgjnk		mgjnk	⿰王卖
琬	mgjnu		mgjnu	⿰王宛
瑸	mgjoc		mgjoc	⿰王宾
𭹂	mgjp		mgjp	⿰王它
𱯰	mgjpc		mgjpc	
𭺋	mgjpi		mgjpi	⿰王蜜
𤪥	mgjpn		mgjpn	⿰王寧
𮴗	mgjpu		mgjpu	
𮴰	mgjpu		mgjpu	
𪼭	mgjqp		mgjqp	⿰王憲
𪻕	mgjr		mgjr	⿰王古
𰈫	mgjr		mgjr	
瑚	mgjrb		mgjrb	⿰王胡
𤪢	mgjre		mgjre	⿰王毄
𱯵	mgjre		mgjre	
琯	mgjrr	2	mgjrr	⿰王官
𤥣	mgjru		mgjru	⿰王克
𤩳	mgjtc		mgjtc	⿰王賁
𤩚	mgjue		mgjue	⿲王𠦟殳
𤥃	mgjv		mgjv	⿰王安
瑼	mgjwi	2	mgjwi	⿰王專
𤥭	mgjwj		mgjwj	⿰王車
璤	mgjwp		mgjwp	⿰王惠
𪼮	mgjwv	1	mgjwv	⿰王寰
𪼨	mgjwv		mgjwv	⿰王⿱宀⿳毌口𧘇
𭹹	mgjwv		mgjwv	⿰王⿳十罒⿱一𧘇
𱯯	mgjwv		mgjwv	
𭹅	mgjxd		mgjxd	⿰王⿻④一
𪼖	mgjxo		mgjxo	⿰王⿱宀臾
𱯙	mgjyl		mgjyl	
𤪓	mgjyu		mgjyu	⿰王⿳宀亠⿱八𥃦
𤧆	mgjz		mgjz	⿱玨本
㺯	mgk		mgk	⿱王大
珛	mgkb	3	mgkb	⿰王有
𤤰	mgkb		mgkb	⿱王布
𤨮	mgkbb		mgkbb	⿰王帶
𤩵	mgkbu		mgkbu	⿰王𥇛
璙	mgkcf	1	mgkcf	⿰王尞
𤪃	mgkcf		mgkcf	⿰王𤊽
𪻗	mgkg		mgkg	⿰王圶
𤧊	mgkgg		mgkgg	⿰王奎
𤨦	mgkhr		mgkhr	⿰王猗
𤣾	mgki		mgki	⿰王厷
琋	mgkkb		mgkkb	⿰王希
𪼐	mgkkk		mgkkk	⿰王爽
臶	mgkld	1	mgkld	⿰至存
珔	mgkld		mgkld	⿰王存
𪼩	mgkma		mgkma	⿰王奭
㻟	mgkmb		mgkmb	⿰王⿱左月
𪻦	mgkmf		mgkmf	⿰王奈
琦	mgkmr		mgkmr	⿰王奇
𰡭	mgkn		mgkn	
𰴋	mgkn		mgkn	
𲁊	mgkn		mgkn	
𤥵	mgkoo		mgkoo	⿰王夾
𰡰	mgkq		mgkq	
𬍘	mgkr		mgkr	⿰王右
𤨯	mgkrr		mgkrr	⿰王⿱夻可
玏	mgks	2	mg/ks	⿰王力
珈	mgksr		mgksr	⿰王加
珕	mgkss		mgkss	⿰王劦
𮴑	mgkt		mgkt	
㻸	mgkua		mgkua	⿰王朁
𤨀	mgkwn		mgkwn	⿰王⿱大町
𩰊	mgl		mgl	𩰊
𮴄	mgl		mgl	
𤤠	mglbk		mglbk	⿰王央
𪻔	mglbu		mglbu	⿰王冘
𠫃	mgld		mgld	⿸厂⿰幸罙
㻖	mgle		mgle	⿰王隶
𮴚	mgleg		mgleg	
𰢄	mglf		mglf	
𱯐	mglf		mglf	
𱯂	mglfd		mglfd	
𦥌	mglga		mglga	⿰至書
𤧎	mglgh		mglgh	⿰王⿱⿱𦘒一彡
班	mglig		mglig	⿲王②王
𪉒	mglim		mglim	⿰班鸟
𫞨	mglit		mglit	⿰王监
𪄕	mgliz	1	mgliz	⿰班鳥
𩔮	mgliz		mgliz	⿰班頁
𤤭	mglk		mglk	⿰王史
玔	mglll	3	mglll	⿰王川
𭹲	mglll		mglll	⿰王粛
𤤖	mglln		mglln	⿰王弗
璝	mglmc		mglmc	⿰王貴
𪻺	mglmo		mglmo	⿰王贵
𤪆	mglmq		mglmq	⿰王⿳𦘒冖牟
璶	mglmt	1	mglmt	⿰王盡
𫞨	mglmt		mglmt	⿰王监
㺫	mgln		mg/ln	⿰王刂
珒	mglq		mglq	⿰王聿
𤦯	mglqh		mglqh	⿰王𦘔
𮴖	mglsr		mglsr	
𬎑	mglsw		mglsw	⿰王阑
琲	mglsy	1	mglsy	⿰王非
𤩶	mgltd		mgltd	⿰王業
璞	mglto		mglto	⿰王菐
𰡷	mglu		mglu	
珧	mgluo		mgluo	⿰王兆
𠪼	mglv		mglv	⿸厂𮎙
𤤧	mglw		mglw	⿰王由
㻀	mglwk		mglwk	⿰王⿻日乂
珅	mglwl	1	mglwl	⿰王申
𤤺	mglwp		mglwp	⿰王曳
㻲	mglwv		mglwv	⿰王婁
璛	mglx	1	mglx	⿰王肅
𭹅	mglxm		mglxm	⿰王⿻④一
玒	mgm	1	mgm	⿰王工
𤤿	mgma		mgma	⿰王百
𪻶	mgmad		mgmad	⿰王厚
𪻘	mgmam		mgmam	⿰王亘
𰢏	mgmbb		mgmbb	
𮴠	mgmbb		mgmbb	
𭹫	mgmbc		mgmbc	⿰王貢
瓇	mgmbe	1	mgmbe	⿰王憂
𤫘	mgmbe		mgmbe	⿰王⿳⑧⿲止几匕夂
瑌	mgmbk		mgmbk	⿰王耎
𭹄	mgmbl		mgmbl	⿰王而
顼	mgmbo		mgmbo	⿰王页
𤫟	mgmbp		mgmbp	⿰王麗
𤧋	mgmbv		mgmbv	⿰王耍
𤥒	mgmcw		mgmcw	⿰王西
玗	mgmd	1	mgmd	⿰王于
𪳈	mgmd		mgmd	⿱王𣑦
珸	mgmdr		mgmdr	⿰王吾
𭸸	mgme		mgme	⿰王反
𮍡	mgme		mgme	⿰至反
𫇐	mgmem		mgmem	⿰至亟
𬍪	mgmem		mgmem	⿰王亟
环	mgmf	1	mgmf	⿰王不
𦤹	mgmf		mgmf	⿰至不
𤪙	mgmfb		mgmfb	⿰王爾
𤥙	mgmfe		mgmfe	⿰王⿱灭又
玶	mgmfj	3	mgmfj	⿰王平
㺽	mgmfm		mgmfm	⿰王丕
𭹮	mgmfr		mgmfr	⿰王祐
玨	mgmg		mgmg	⿰王王
𤥆	mgmgb		mgmgb	⿰王再
𱯊	mgmgb		mgmgb	
𤦐	mgmgg		mgmgg	⿰王厓
𦥏	mgmgg		mgmgg	⿱至臸
𮴡	mgmgg		mgmgg	
璱	mgmgh		mgmgh	⿰王瑟
珏	mgmgi		mgmgi	⿰王玉
𬎋	mgmgn		mgmgn	⿰王琴
𤩙	mgmgp		mgmgp	⿰王𢜈
𪻠	mgmgt		mgmgt	⿰王弄
𪼆	mgmhf		mgmhf	⿰王原
𤪾	mgmhi		mgmhi	⿰王㻺
琊	mgmhl		mgmhl	⿰王邪
𤤲	mgmhn		mgmhn	⿲王工几
𭹥	mgmhn		mgmhn	⿱玨⿰工几
瓑	mgmhx		mgmhx	⿰王歷
瑨	mgmia	1	mgmia	⿰王晋
瑨	mgmia	1	mgmia	⿰王晉
𤨁	mgmia		mgmia	⿰王晋
臸	mgmig	1	mgmig	⿰至至
𤥇	mgmig		mgmig	⿰王至
𭹊	mgmin		mgmin	⿲彳玉亍
𤤞	mgmiu		mgmiu	⿰王𡯊
玕	mgmj	1	mgmj	⿰王干
𱯨	mgmjk		mgmjk	
𮦁	mgmjs		mgmjs	⿰⿱一𨾴亐
𤤇	mgmk		mgmk	⿰王天
琢	mgmko		mgmko	⿰王豖
琢	mgmko		mgmko	⿰王豕
𮦁	mgmks		mgmks	⿰⿱一𨾴亐
𮴏	mgml		mgml	
瑨	mgmla	1	mgmla	⿰王晋
瑨	mgmla	1	mgmla	⿰王晉
𤨁	mgmla		mgmla	⿰王晋
㺰	mgmlb		mgmlb	⿰王帀
𤥅	mgmll		mgmll	⿰王州
𱮷	mgmmf		mgmmf	
𬍒	mgmmi		mgmmi	⿰王云
𬍐	mgmmn		mgmmn	⿰王亍
㺮	mgmms		mgmms	⿰王亏
玩	mgmmu	2	mgmmu	⿰王元
𲁋	mgmmu		mgmmu	
玎	mgmn		mgmn	⿰王丁
𤧮	mgmnd		mgmnd	⿰王𭩶
𭹚	mgmng		mgmng	⿲王歹王
珂	mgmnr		mgmnr	⿰王可
𤤝	mgmob		mgmob	⿰王丙
𤪴	mgmop		mgmop	⿰王𤨝
𤦿	mgmor		mgmor	⿰王咨
𤦾	mgmov		mgmov	⿰王姿
𤪵	mgmpo		mgmpo	⿰王⿱⿲王白匕欠
珷	mgmpx		mgmpx	⿰王武
𤤟	mgmr		mgmr	⿰王石
𤥗	mgmrr		mgmrr	⿰王丣
𱯍	mgmrr		mgmrr	
𪻡	mgmrt		mgmrt	⿰王豆
璢	mgmrw		mgmrw	⿰王畱
𰢅	mgmrw		mgmrw	
㻞	mgmsb		mgmsb	⿰王扁
𭹷	mgmsd		mgmsd	⿰王⿱𣦺米
𤤑	mgmsl		mgmsl	⿰王卭
𤥨	mgmso		mgmso	⿰王豕
𬎁	mgmss		mgmss	⿰王扇
𤣿	mgmt		mgmt	⿰王开
𤪲	mgmtb		mgmtb	⿰王厲
𮴀	mgmu		mgmu	
㻸	mgmua		mgmua	⿰王朁
𦥍	mgmue	1	mgmue	⿰至夏
